train_id,origin,destination,travel_date,booking_date,class,seats_requested,booked
T125,SBC,HYD,2025-05-19,2025-03-05,SL,1,1
T122,HYD,MAS,2025-02-18,2024-11-05,SL,1,0
T137,KOL,SBC,2025-11-22,2025-09-01,3A,1,1
T107,KOL,CSTM,2025-04-26,2025-01-03,2A,1,1
T104,BCT,CSTM,2025-10-26,2025-07-21,SL,1,1
T132,LKO,SBC,2025-11-30,2025-11-05,SL,1,1
T116,KOL,HYD,2025-04-03,2024-12-13,SL,1,1
T104,SBC,CSTM,2025-08-24,2025-07-27,3A,1,1
T138,BCT,LKO,2025-12-12,2025-09-20,3A,1,1
T113,PUNE,KOL,2025-07-02,2025-05-09,SL,1,1
T100,BCT,SBC,2025-09-15,2025-06-25,SL,1,1
T115,NDLS,MAS,2025-05-29,2025-05-14,1A,1,0
T123,LKO,PUNE,2025-12-19,2025-10-06,SL,1,1
T117,JU,LKO,2025-07-05,2025-04-18,2A,1,1
T123,HYD,BCT,2025-11-14,2025-10-29,1A,1,0
T134,MAS,NDLS,2025-10-25,2025-09-26,3A,1,1
T100,BCT,PUNE,2025-05-18,2025-04-12,3A,1,1
T106,LKO,HYD,2025-12-05,2025-09-11,SL,1,1
T131,JU,KOL,2025-07-01,2025-03-27,3A,1,1
T113,SBC,BCT,2025-01-13,2024-10-15,1A,1,0
T109,PUNE,CSTM,2025-01-20,2024-12-13,SL,1,0
T104,NDLS,MAS,2025-03-27,2025-01-03,SL,1,0
T137,KOL,NDLS,2025-11-25,2025-08-15,3A,1,0
T113,PUNE,HYD,2025-06-29,2025-06-04,SL,1,0
T125,KOL,NDLS,2025-09-17,2025-09-09,SL,1,0
T117,KOL,MAS,2025-04-21,2025-03-01,SL,1,0
T123,SBC,HYD,2025-01-12,2024-09-26,1A,1,1
T119,HYD,KOL,2025-11-24,2025-11-13,3A,1,0
T126,CSTM,SBC,2025-03-15,2024-12-24,1A,1,1
T132,BCT,PUNE,2025-01-26,2024-11-06,SL,1,1
T103,CSTM,JU,2025-10-04,2025-07-28,3A,1,1
T117,JU,CSTM,2025-04-26,2025-01-11,SL,1,1
T109,HYD,CSTM,2025-12-03,2025-10-10,SL,1,1
T112,CSTM,KOL,2025-08-04,2025-06-26,SL,1,1
T105,BCT,HYD,2025-05-31,2025-03-26,3A,1,1
T121,NDLS,CSTM,2025-03-06,2025-02-09,3A,1,1
T136,HYD,SBC,2025-07-02,2025-05-04,3A,1,0
T139,CSTM,KOL,2025-09-24,2025-07-01,SL,1,1
T130,BCT,KOL,2025-10-25,2025-09-06,SL,1,1
T135,SBC,PUNE,2025-02-16,2025-02-01,1A,1,1
T133,LKO,HYD,2025-03-06,2025-02-10,SL,1,0
T111,HYD,LKO,2025-09-26,2025-07-19,3A,1,1
T134,HYD,MAS,2025-10-06,2025-09-22,2A,1,1
T112,NDLS,JU,2025-05-22,2025-02-17,SL,1,0
T112,LKO,BCT,2025-12-19,2025-12-13,SL,1,0
T122,MAS,BCT,2025-09-16,2025-06-28,SL,1,1
T134,LKO,SBC,2025-11-24,2025-09-10,2A,1,1
T101,JU,LKO,2025-11-17,2025-08-11,3A,1,1
T104,LKO,JU,2025-03-24,2025-02-03,1A,1,1
T102,MAS,PUNE,2025-11-07,2025-10-06,3A,1,0
T105,LKO,PUNE,2025-10-15,2025-09-23,SL,1,0
T105,HYD,MAS,2025-08-26,2025-06-16,3A,1,1
T101,SBC,LKO,2025-04-11,2025-02-15,SL,1,1
T105,NDLS,HYD,2025-07-30,2025-06-05,SL,1,0
T133,KOL,JU,2025-09-02,2025-06-19,SL,1,0
T138,KOL,HYD,2025-09-15,2025-08-03,SL,1,1
T101,JU,SBC,2025-09-18,2025-08-09,SL,1,1
T111,BCT,SBC,2025-11-07,2025-09-09,SL,1,1
T106,BCT,NDLS,2025-05-19,2025-02-17,SL,1,0
T120,JU,CSTM,2025-07-06,2025-03-17,SL,1,1
T137,CSTM,MAS,2025-03-30,2025-02-07,2A,1,0
T109,PUNE,BCT,2025-07-22,2025-06-26,3A,1,0
T138,PUNE,SBC,2025-04-09,2025-04-05,3A,1,1
T101,MAS,LKO,2025-11-02,2025-08-25,SL,1,1
T111,CSTM,HYD,2025-12-23,2025-09-07,SL,1,1
T106,JU,PUNE,2025-03-08,2025-01-30,SL,1,1
T125,MAS,KOL,2025-07-04,2025-06-21,2A,1,0
T137,SBC,CSTM,2025-02-07,2024-11-08,SL,1,1
T108,PUNE,JU,2025-01-11,2024-12-28,SL,1,0
T102,CSTM,PUNE,2025-01-18,2024-12-06,3A,1,1
T120,MAS,CSTM,2025-11-04,2025-07-24,2A,1,1
T121,CSTM,HYD,2025-06-20,2025-04-14,SL,1,0
T139,BCT,NDLS,2025-12-25,2025-11-25,SL,1,0
T131,HYD,MAS,2025-02-25,2025-02-07,SL,1,0
T102,CSTM,BCT,2025-06-28,2025-04-05,SL,1,1
T134,CSTM,MAS,2025-03-31,2024-12-07,SL,1,1
T138,NDLS,CSTM,2025-11-20,2025-10-30,3A,1,1
T111,MAS,SBC,2025-10-22,2025-08-12,3A,1,1
T124,CSTM,KOL,2025-02-05,2025-02-04,SL,1,0
T108,PUNE,CSTM,2025-11-30,2025-08-11,1A,1,1
T108,MAS,SBC,2025-03-08,2025-01-26,2A,1,1
T118,CSTM,JU,2025-11-11,2025-11-08,SL,1,1
T101,CSTM,HYD,2025-07-06,2025-06-16,SL,1,0
T112,PUNE,NDLS,2025-03-30,2025-02-02,3A,1,0
T134,JU,SBC,2025-01-17,2024-10-25,2A,1,1
T113,JU,NDLS,2025-06-23,2025-04-06,3A,1,1
T120,KOL,BCT,2025-12-29,2025-11-02,SL,1,0
T114,MAS,PUNE,2025-03-03,2024-11-16,3A,1,1
T102,CSTM,SBC,2025-10-03,2025-08-06,1A,1,1
T112,SBC,JU,2025-07-09,2025-04-26,SL,1,1
T139,BCT,LKO,2025-09-18,2025-08-25,3A,1,1
T138,JU,NDLS,2025-03-31,2025-03-18,SL,1,0
T116,JU,SBC,2025-05-09,2025-02-15,3A,1,1
T134,KOL,LKO,2025-12-30,2025-10-15,3A,1,1
T108,SBC,JU,2025-11-21,2025-10-30,SL,1,0
T113,LKO,MAS,2025-07-14,2025-07-11,2A,1,0
T120,HYD,LKO,2025-09-07,2025-07-08,SL,1,1
T111,BCT,CSTM,2025-01-26,2024-11-04,SL,1,0
T117,CSTM,LKO,2025-05-14,2025-02-25,3A,1,1
T115,LKO,CSTM,2025-05-25,2025-03-06,SL,1,1
T130,KOL,SBC,2025-07-14,2025-07-13,SL,1,0
T102,HYD,LKO,2025-08-11,2025-04-20,SL,1,1
T120,NDLS,PUNE,2025-06-13,2025-05-12,SL,1,1
T126,NDLS,CSTM,2025-03-13,2025-01-18,SL,1,0
T117,HYD,SBC,2025-12-19,2025-11-30,SL,1,0
T107,NDLS,SBC,2025-03-11,2025-01-10,3A,1,1
T104,NDLS,PUNE,2025-03-22,2025-03-18,SL,1,1
T127,SBC,LKO,2025-11-02,2025-07-28,SL,1,1
T127,MAS,SBC,2025-08-21,2025-08-02,SL,1,1
T127,CSTM,KOL,2025-10-10,2025-07-15,2A,1,1
T110,NDLS,KOL,2025-01-30,2024-10-06,3A,1,1
T104,LKO,KOL,2025-09-09,2025-07-09,SL,1,1
T105,CSTM,KOL,2025-02-16,2025-02-12,3A,1,1
T126,SBC,CSTM,2025-08-11,2025-05-17,3A,1,1
T123,LKO,BCT,2025-04-16,2025-04-06,2A,1,0
T104,LKO,SBC,2025-01-18,2024-10-21,SL,1,1
T138,MAS,HYD,2025-04-01,2025-01-15,SL,1,1
T112,SBC,NDLS,2025-12-21,2025-11-09,SL,1,0
T127,KOL,JU,2025-12-13,2025-11-03,2A,1,1
T121,LKO,MAS,2025-08-03,2025-07-01,2A,1,0
T103,BCT,PUNE,2025-01-20,2024-11-17,2A,1,0
T114,NDLS,LKO,2025-06-12,2025-05-25,SL,1,0
T133,NDLS,JU,2025-01-13,2024-11-19,3A,1,1
T128,MAS,KOL,2025-05-25,2025-02-20,2A,1,1
T123,PUNE,NDLS,2025-05-12,2025-05-10,3A,1,0
T103,NDLS,MAS,2025-07-01,2025-03-27,3A,1,0
T139,MAS,HYD,2025-11-16,2025-08-17,SL,1,0
T105,SBC,LKO,2025-01-31,2024-11-04,3A,1,0
T134,KOL,CSTM,2025-06-05,2025-05-13,3A,1,0
T113,NDLS,LKO,2025-03-12,2025-01-30,2A,1,0
T131,BCT,KOL,2025-09-05,2025-05-31,3A,1,1
T117,BCT,SBC,2025-10-07,2025-07-25,2A,1,1
T109,JU,BCT,2025-06-09,2025-06-02,SL,1,0
T108,PUNE,JU,2025-09-13,2025-07-07,3A,1,1
T108,NDLS,MAS,2025-06-07,2025-04-08,SL,1,0
T110,BCT,HYD,2025-07-10,2025-06-16,3A,1,0
T130,SBC,CSTM,2025-11-25,2025-10-19,SL,1,1
T116,NDLS,KOL,2025-10-04,2025-09-15,SL,1,1
T130,HYD,JU,2025-04-06,2025-02-14,SL,1,1
T118,SBC,KOL,2025-09-16,2025-06-01,3A,1,1
T127,CSTM,NDLS,2025-01-14,2024-10-02,1A,1,1
T127,CSTM,MAS,2025-02-07,2024-12-13,SL,1,0
T126,NDLS,JU,2025-06-15,2025-03-19,SL,1,1
T132,HYD,PUNE,2025-10-05,2025-06-10,SL,1,1
T122,SBC,PUNE,2025-03-13,2024-12-27,SL,1,1
T120,KOL,MAS,2025-03-21,2025-03-01,2A,1,0
T124,LKO,BCT,2025-09-20,2025-08-28,2A,1,0
T133,LKO,JU,2025-02-18,2025-02-02,SL,1,0
T116,BCT,CSTM,2025-04-11,2024-12-14,SL,1,1
T112,MAS,CSTM,2025-10-25,2025-09-03,2A,1,0
T123,SBC,LKO,2025-04-14,2025-02-07,SL,1,1
T108,MAS,CSTM,2025-04-19,2025-03-05,3A,1,0
T117,JU,LKO,2025-07-01,2025-03-09,3A,1,1
T135,BCT,CSTM,2025-09-27,2025-07-12,SL,1,1
T122,JU,LKO,2025-12-08,2025-11-26,3A,1,0
T139,BCT,NDLS,2025-02-15,2025-02-06,3A,1,1
T129,NDLS,PUNE,2025-05-23,2025-04-14,SL,1,1
T122,PUNE,KOL,2025-07-19,2025-05-24,SL,1,1
T123,CSTM,SBC,2025-10-31,2025-09-25,3A,1,1
T125,PUNE,BCT,2025-11-29,2025-10-06,SL,1,1
T126,LKO,HYD,2025-12-25,2025-11-05,SL,1,1
T120,JU,BCT,2025-05-29,2025-02-03,SL,1,1
T118,HYD,BCT,2025-11-15,2025-09-25,2A,1,1
T121,JU,LKO,2025-01-17,2024-12-11,3A,1,1
T102,NDLS,MAS,2025-10-01,2025-08-29,3A,1,0
T130,PUNE,NDLS,2025-09-19,2025-06-16,3A,1,0
T135,KOL,LKO,2025-04-12,2025-01-21,1A,1,1
T135,BCT,NDLS,2025-05-21,2025-03-12,SL,1,0
T125,NDLS,MAS,2025-10-23,2025-09-26,3A,1,1
T134,KOL,MAS,2025-08-31,2025-08-10,3A,1,0
T134,HYD,SBC,2025-06-27,2025-04-30,SL,1,1
T119,MAS,KOL,2025-10-31,2025-09-27,3A,1,1
T133,CSTM,PUNE,2025-03-04,2024-12-06,SL,1,1
T127,CSTM,NDLS,2025-03-21,2025-02-12,2A,1,0
T110,LKO,JU,2025-08-07,2025-06-28,1A,1,1
T138,PUNE,LKO,2025-01-24,2024-12-06,SL,1,0
T125,LKO,JU,2025-10-24,2025-09-19,SL,1,0
T112,MAS,JU,2025-03-06,2024-12-09,SL,1,1
T118,MAS,KOL,2025-10-11,2025-07-22,SL,1,1
T108,SBC,MAS,2025-12-02,2025-12-01,SL,1,0
T124,NDLS,MAS,2025-09-12,2025-05-25,2A,1,1
T108,CSTM,NDLS,2025-12-15,2025-09-06,3A,1,0
T122,MAS,HYD,2025-11-21,2025-10-17,3A,1,1
T127,KOL,NDLS,2025-10-02,2025-07-04,2A,1,0
T138,LKO,BCT,2025-10-24,2025-09-18,SL,1,1
T118,JU,SBC,2025-01-17,2024-11-13,SL,1,0
T138,JU,HYD,2025-10-21,2025-09-14,SL,1,1
T115,BCT,CSTM,2025-09-26,2025-08-24,3A,1,1
T136,PUNE,CSTM,2025-12-18,2025-11-26,3A,1,1
T126,CSTM,SBC,2025-01-31,2024-12-20,3A,1,0
T128,BCT,CSTM,2025-02-06,2025-01-14,2A,1,0
T135,PUNE,CSTM,2025-09-05,2025-06-03,SL,1,1
T110,BCT,KOL,2025-04-28,2025-04-24,SL,1,0
T130,NDLS,SBC,2025-09-15,2025-07-13,SL,1,0
T139,BCT,SBC,2025-07-13,2025-03-26,3A,1,1
T132,MAS,JU,2025-12-19,2025-09-03,2A,1,1
T133,CSTM,SBC,2025-09-29,2025-07-06,SL,1,1
T128,KOL,JU,2025-04-10,2024-12-29,SL,1,1
T112,MAS,HYD,2025-04-15,2024-12-18,2A,1,1
T121,JU,SBC,2025-09-01,2025-07-29,1A,1,1
T139,CSTM,KOL,2025-01-19,2024-10-30,SL,1,0
T104,KOL,BCT,2025-12-21,2025-12-01,2A,1,1
T119,MAS,KOL,2025-08-31,2025-08-17,3A,1,0
T110,PUNE,JU,2025-11-04,2025-08-06,SL,1,1
T110,BCT,HYD,2025-01-05,2024-12-15,SL,1,1
T108,KOL,LKO,2025-11-17,2025-09-03,SL,1,0
T131,LKO,PUNE,2025-01-16,2024-12-01,SL,1,1
T135,NDLS,CSTM,2025-10-10,2025-09-09,2A,1,0
T126,SBC,NDLS,2025-09-28,2025-06-04,SL,1,1
T121,KOL,JU,2025-12-05,2025-09-22,2A,1,1
T107,LKO,MAS,2025-03-02,2024-12-14,2A,1,0
T124,SBC,MAS,2025-02-14,2024-10-18,3A,1,1
T139,HYD,CSTM,2025-10-13,2025-06-25,1A,1,1
T121,HYD,LKO,2025-12-26,2025-12-16,SL,1,0
T101,KOL,JU,2025-05-23,2025-05-06,3A,1,0
T114,KOL,PUNE,2025-02-11,2024-11-20,3A,1,0
T136,MAS,KOL,2025-02-01,2024-10-10,SL,1,1
T127,NDLS,SBC,2025-12-18,2025-10-11,3A,1,1
T106,CSTM,KOL,2025-11-05,2025-10-30,SL,1,0
T134,LKO,HYD,2025-08-12,2025-06-05,3A,1,1
T103,PUNE,HYD,2025-03-12,2024-12-08,2A,1,1
T137,BCT,PUNE,2025-11-21,2025-10-10,SL,1,1
T114,MAS,LKO,2025-04-24,2025-02-25,SL,1,1
T125,LKO,BCT,2025-03-29,2025-02-03,SL,1,0
T108,KOL,CSTM,2025-11-30,2025-10-02,3A,1,1
T112,KOL,CSTM,2025-01-26,2025-01-03,2A,1,0
T113,HYD,LKO,2025-01-18,2024-11-18,SL,1,1
T124,SBC,CSTM,2025-01-10,2024-09-19,3A,1,1
T109,JU,PUNE,2025-12-10,2025-09-11,3A,1,1
T113,NDLS,BCT,2025-06-24,2025-05-24,SL,1,1
T119,KOL,SBC,2025-07-16,2025-04-15,2A,1,0
T101,HYD,JU,2025-12-20,2025-10-17,SL,1,1
T132,CSTM,JU,2025-03-07,2025-01-20,3A,1,1
T125,BCT,NDLS,2025-02-25,2025-01-07,2A,1,0
T125,LKO,BCT,2025-08-08,2025-04-24,3A,1,0
T126,KOL,BCT,2025-04-18,2025-02-09,SL,1,1
T100,JU,SBC,2025-12-25,2025-11-15,3A,1,1
T109,BCT,MAS,2025-06-17,2025-05-18,2A,1,0
T131,NDLS,SBC,2025-12-10,2025-09-16,SL,1,1
T139,SBC,BCT,2025-07-19,2025-07-12,3A,1,0
T116,JU,PUNE,2025-01-26,2025-01-22,SL,1,1
T117,NDLS,SBC,2025-02-03,2024-12-20,3A,1,1
T135,MAS,SBC,2025-06-25,2025-04-30,SL,1,1
T105,SBC,MAS,2025-08-14,2025-07-27,3A,1,0
T103,HYD,BCT,2025-09-11,2025-08-03,SL,1,0
T112,LKO,KOL,2025-04-26,2025-04-23,SL,1,1
T132,JU,HYD,2025-12-31,2025-10-30,SL,1,0
T101,HYD,LKO,2025-09-06,2025-06-15,3A,1,1
T139,BCT,JU,2025-08-10,2025-04-20,SL,1,1
T117,BCT,NDLS,2025-04-29,2025-02-08,2A,1,1
T134,CSTM,SBC,2025-01-09,2025-01-06,3A,1,1
T121,JU,NDLS,2025-10-17,2025-07-28,3A,1,1
T139,SBC,NDLS,2025-09-28,2025-09-26,SL,1,0
T120,CSTM,SBC,2025-04-04,2024-12-27,3A,1,1
T135,CSTM,HYD,2025-10-19,2025-07-27,3A,1,1
T121,LKO,NDLS,2025-10-03,2025-08-15,3A,1,1
T106,NDLS,MAS,2025-07-20,2025-06-07,SL,1,1
T119,NDLS,SBC,2025-05-15,2025-03-15,SL,1,1
T118,SBC,KOL,2025-05-06,2025-04-11,SL,1,0
T133,PUNE,KOL,2025-10-12,2025-08-13,SL,1,1
T108,LKO,MAS,2025-09-12,2025-06-17,2A,1,1
T130,MAS,SBC,2025-01-06,2024-10-20,SL,1,0
T134,KOL,SBC,2025-08-05,2025-06-18,3A,1,1
T120,HYD,CSTM,2025-07-11,2025-06-06,SL,1,0
T110,CSTM,PUNE,2025-03-10,2024-12-11,SL,1,1
T129,LKO,PUNE,2025-10-07,2025-10-02,SL,1,0
T125,LKO,CSTM,2025-04-14,2025-01-10,2A,1,1
T106,HYD,SBC,2025-10-23,2025-08-02,2A,1,1
T128,HYD,KOL,2025-07-28,2025-06-17,SL,1,0
T114,CSTM,NDLS,2025-03-24,2025-01-10,2A,1,1
T135,LKO,CSTM,2025-10-16,2025-10-11,3A,1,0
T112,CSTM,SBC,2025-12-10,2025-11-06,1A,1,1
T106,LKO,SBC,2025-07-03,2025-06-06,3A,1,1
T121,JU,BCT,2025-06-13,2025-02-21,3A,1,1
T122,MAS,LKO,2025-02-05,2024-11-06,3A,1,1
T137,CSTM,BCT,2025-02-22,2024-12-23,SL,1,1
T101,CSTM,PUNE,2025-06-30,2025-05-20,3A,1,1
T102,PUNE,BCT,2025-11-29,2025-09-10,1A,1,0
T108,KOL,NDLS,2025-12-21,2025-11-13,SL,1,1
T135,JU,HYD,2025-09-17,2025-06-27,SL,1,1
T117,HYD,CSTM,2025-08-12,2025-06-04,3A,1,1
T101,HYD,NDLS,2025-09-19,2025-07-21,3A,1,1
T134,HYD,KOL,2025-04-24,2025-03-29,3A,1,1
T118,BCT,JU,2025-07-26,2025-04-14,3A,1,0
T119,JU,CSTM,2025-11-16,2025-08-14,SL,1,1
T130,MAS,SBC,2025-11-29,2025-08-06,1A,1,1
T122,MAS,JU,2025-07-10,2025-05-13,3A,1,1
T113,LKO,HYD,2025-12-22,2025-11-13,SL,1,0
T117,PUNE,JU,2025-07-18,2025-04-11,SL,1,1
T120,JU,SBC,2025-08-08,2025-05-10,3A,1,1
T116,PUNE,NDLS,2025-01-10,2024-10-03,SL,1,1
T116,KOL,CSTM,2025-12-03,2025-08-09,SL,1,1
T108,PUNE,HYD,2025-04-30,2025-02-06,3A,1,1
T133,NDLS,PUNE,2025-05-10,2025-05-05,3A,1,0
T139,MAS,SBC,2025-08-25,2025-08-08,3A,1,1
T103,JU,CSTM,2025-06-11,2025-03-18,3A,1,1
T114,HYD,SBC,2025-10-19,2025-07-11,SL,1,1
T106,SBC,LKO,2025-05-17,2025-04-21,SL,1,1
T125,LKO,BCT,2025-08-08,2025-05-08,3A,1,1
T118,LKO,CSTM,2025-08-21,2025-06-12,3A,1,1
T102,KOL,CSTM,2025-01-12,2024-11-06,2A,1,1
T132,BCT,JU,2025-08-07,2025-06-02,3A,1,1
T101,KOL,BCT,2025-10-05,2025-07-11,3A,1,1
T117,JU,NDLS,2025-07-29,2025-05-25,3A,1,1
T139,KOL,BCT,2025-12-15,2025-10-04,SL,1,1
T129,HYD,SBC,2025-08-21,2025-07-02,3A,1,0
T105,JU,KOL,2025-11-06,2025-08-12,2A,1,0
T105,KOL,NDLS,2025-12-14,2025-09-28,SL,1,1
T127,PUNE,KOL,2025-03-03,2025-02-25,SL,1,0
T108,SBC,HYD,2025-04-16,2025-04-05,1A,1,0
T127,PUNE,JU,2025-02-13,2025-01-06,3A,1,1
T106,NDLS,BCT,2025-06-21,2025-02-25,SL,1,0
T126,NDLS,BCT,2025-05-16,2025-02-27,3A,1,1
T134,BCT,MAS,2025-02-24,2024-11-15,SL,1,1
T112,MAS,BCT,2025-11-21,2025-10-27,2A,1,0
T112,KOL,BCT,2025-04-06,2025-01-10,3A,1,1
T136,KOL,JU,2025-10-26,2025-08-27,SL,1,1
T120,HYD,CSTM,2025-12-21,2025-11-08,3A,1,1
T104,CSTM,PUNE,2025-08-02,2025-07-29,2A,1,0
T139,KOL,LKO,2025-04-18,2025-02-06,SL,1,1
T133,KOL,PUNE,2025-09-24,2025-08-24,2A,1,1
T139,HYD,LKO,2025-02-16,2024-12-30,2A,1,1
T102,PUNE,SBC,2025-08-12,2025-08-07,2A,1,0
T112,LKO,MAS,2025-10-26,2025-10-05,SL,1,0
T113,MAS,NDLS,2025-08-05,2025-04-09,SL,1,1
T133,BCT,MAS,2025-10-04,2025-07-09,3A,1,1
T132,HYD,JU,2025-06-20,2025-06-09,2A,1,0
T111,HYD,CSTM,2025-06-17,2025-04-12,SL,1,1
T111,JU,NDLS,2025-07-21,2025-07-11,SL,1,0
T134,PUNE,BCT,2025-04-18,2025-02-27,2A,1,0
T103,BCT,NDLS,2025-09-19,2025-08-10,1A,1,1
T105,LKO,NDLS,2025-06-16,2025-03-22,2A,1,1
T107,NDLS,JU,2025-02-02,2024-12-29,SL,1,1
T115,KOL,SBC,2025-07-25,2025-04-08,3A,1,1
T136,NDLS,LKO,2025-09-20,2025-08-08,SL,1,0
T116,NDLS,CSTM,2025-06-12,2025-06-02,3A,1,1
T130,CSTM,HYD,2025-08-09,2025-07-23,2A,1,1
T112,BCT,JU,2025-05-17,2025-03-21,SL,1,1
T129,CSTM,PUNE,2025-08-27,2025-06-27,SL,1,1
T134,MAS,NDLS,2025-03-26,2024-12-19,SL,1,0
T129,HYD,BCT,2025-02-08,2024-12-09,SL,1,0
T138,SBC,HYD,2025-10-16,2025-10-07,3A,1,1
T114,KOL,MAS,2025-12-27,2025-10-18,SL,1,0
T137,HYD,BCT,2025-08-19,2025-06-01,3A,1,1
T138,BCT,HYD,2025-12-28,2025-12-08,2A,1,0
T126,HYD,LKO,2025-12-02,2025-11-02,SL,1,0
T125,LKO,HYD,2025-09-19,2025-06-05,3A,1,1
T114,CSTM,PUNE,2025-07-26,2025-07-02,3A,1,0
T104,MAS,BCT,2025-10-16,2025-08-20,SL,1,0
T117,KOL,HYD,2025-01-13,2024-12-19,3A,1,0
T121,KOL,BCT,2025-02-21,2024-12-26,3A,1,1
T108,HYD,LKO,2025-06-07,2025-03-29,SL,1,1
T102,PUNE,MAS,2025-05-05,2025-03-22,3A,1,1
T134,MAS,JU,2025-09-21,2025-06-04,SL,1,1
T118,PUNE,HYD,2025-05-08,2025-03-19,1A,1,0
T116,LKO,NDLS,2025-08-04,2025-07-12,SL,1,0
T135,CSTM,LKO,2025-11-14,2025-10-11,SL,1,1
T128,JU,HYD,2025-05-29,2025-02-17,3A,1,1
T121,BCT,PUNE,2025-01-13,2024-11-06,SL,1,0
T132,LKO,HYD,2025-05-21,2025-02-09,3A,1,1
T109,PUNE,LKO,2025-01-28,2024-12-15,SL,1,1
T118,NDLS,CSTM,2025-04-20,2025-02-01,2A,1,1
T100,CSTM,LKO,2025-01-17,2024-10-12,SL,1,0
T111,SBC,CSTM,2025-01-31,2024-12-16,SL,1,0
T120,CSTM,JU,2025-02-23,2024-12-12,3A,1,1
T102,BCT,LKO,2025-04-24,2025-03-05,3A,1,1
T116,HYD,BCT,2025-07-05,2025-03-16,2A,1,1
T133,LKO,SBC,2025-06-18,2025-02-24,SL,1,1
T118,MAS,NDLS,2025-12-18,2025-09-06,SL,1,1
T126,PUNE,SBC,2025-09-21,2025-07-14,SL,1,1
T133,KOL,CSTM,2025-04-24,2025-04-03,3A,1,0
T108,KOL,LKO,2025-06-03,2025-05-26,SL,1,1
T116,MAS,HYD,2025-09-22,2025-09-08,SL,1,0
T100,SBC,PUNE,2025-01-14,2024-10-09,3A,1,1
T127,LKO,NDLS,2025-12-08,2025-09-17,3A,1,1
T124,SBC,CSTM,2025-01-24,2024-12-07,SL,1,0
T122,BCT,HYD,2025-09-08,2025-09-01,SL,1,0
T107,JU,LKO,2025-11-19,2025-08-14,3A,1,1
T111,KOL,PUNE,2025-12-02,2025-10-27,SL,1,1
T112,KOL,LKO,2025-04-09,2025-03-08,3A,1,1
T106,HYD,PUNE,2025-03-30,2025-03-17,SL,1,1
T103,HYD,JU,2025-07-08,2025-03-21,3A,1,1
T115,MAS,BCT,2025-02-26,2025-01-28,2A,1,0
T105,HYD,KOL,2025-01-20,2024-12-31,SL,1,1
T130,NDLS,CSTM,2025-11-11,2025-09-03,2A,1,1
T108,LKO,MAS,2025-04-26,2025-03-25,2A,1,1
T139,LKO,NDLS,2025-11-09,2025-10-24,SL,1,0
T123,PUNE,NDLS,2025-08-01,2025-06-06,3A,1,1
T104,SBC,JU,2025-02-19,2025-01-17,SL,1,1
T119,CSTM,JU,2025-05-27,2025-05-07,SL,1,1
T130,CSTM,NDLS,2025-04-19,2025-04-12,3A,1,0
T122,BCT,CSTM,2025-10-11,2025-06-15,3A,1,0
T126,SBC,MAS,2025-05-26,2025-05-15,2A,1,0
T117,HYD,NDLS,2025-03-30,2025-03-09,3A,1,1
T134,HYD,BCT,2025-05-31,2025-03-14,3A,1,1
T139,HYD,NDLS,2025-08-07,2025-04-23,3A,1,1
T129,NDLS,HYD,2025-05-24,2025-03-07,SL,1,1
T101,PUNE,SBC,2025-10-23,2025-06-28,SL,1,1
T129,PUNE,HYD,2025-02-11,2025-01-10,3A,1,1
T117,LKO,MAS,2025-02-08,2024-12-22,SL,1,1
T114,MAS,HYD,2025-08-06,2025-05-08,SL,1,1
T135,CSTM,SBC,2025-05-26,2025-03-08,SL,1,1
T129,SBC,MAS,2025-02-28,2024-12-20,SL,1,1
T128,LKO,KOL,2025-09-20,2025-05-28,3A,1,1
T126,NDLS,PUNE,2025-08-21,2025-08-13,SL,1,0
T133,NDLS,HYD,2025-02-19,2024-11-02,3A,1,1
T106,JU,NDLS,2025-06-09,2025-04-18,3A,1,1
T110,NDLS,SBC,2025-06-30,2025-05-30,1A,1,1
T123,PUNE,BCT,2025-06-28,2025-03-19,SL,1,0
T128,JU,MAS,2025-08-17,2025-04-23,2A,1,1
T102,MAS,JU,2025-01-21,2024-10-06,SL,1,0
T123,JU,NDLS,2025-10-13,2025-06-18,SL,1,0
T122,SBC,NDLS,2025-09-13,2025-07-15,2A,1,1
T121,NDLS,CSTM,2025-01-01,2024-12-20,3A,1,0
T129,BCT,MAS,2025-06-10,2025-04-14,SL,1,0
T138,HYD,NDLS,2025-01-01,2024-09-15,3A,1,1
T124,LKO,SBC,2025-10-27,2025-09-18,SL,1,0
T126,PUNE,KOL,2025-10-12,2025-06-28,2A,1,1
T137,BCT,CSTM,2025-09-11,2025-07-13,SL,1,1
T107,SBC,CSTM,2025-12-19,2025-09-17,SL,1,0
T131,CSTM,JU,2025-02-19,2024-11-16,2A,1,1
T111,KOL,JU,2025-11-06,2025-10-12,SL,1,0
T102,BCT,HYD,2025-08-21,2025-06-23,SL,1,1
T108,NDLS,KOL,2025-04-16,2025-04-04,3A,1,1
T107,NDLS,HYD,2025-01-03,2024-10-09,3A,1,1
T134,CSTM,MAS,2025-12-30,2025-11-25,SL,1,1
T113,SBC,MAS,2025-11-08,2025-10-19,SL,1,0
T127,NDLS,KOL,2025-01-19,2024-12-28,3A,1,1
T139,KOL,BCT,2025-09-19,2025-06-07,SL,1,0
T125,PUNE,BCT,2025-11-15,2025-07-22,SL,1,0
